sub_id,within_state_ps,between_state_ps,cluster,cluster_type,task_index
18,0.2870936188269043,0.2768914521425111,l-IPL2,DMN,0.010202166684393221
19,0.5063555079446929,0.4808620904337057,l-IPL2,DMN,0.02549341751098716
20,0.5186033411849272,0.5328633864787939,l-IPL2,DMN,-0.014260045293866708
21,0.22862903368134538,0.18522192135174484,l-IPL2,DMN,0.04340711232960054
22,0.24037518076091846,0.21979240523321247,l-IPL2,DMN,0.020582775527705988
23,0.17074368752454,0.13276710851286116,l-IPL2,DMN,0.037976579011678835
24,0.5122360534232578,0.43417887399911814,l-IPL2,DMN,0.0780571794241397
1,1.0581244304754966,1.0327009251741466,r-ITG,CONT,0.02542350530135007
2,0.9300120599647521,0.9200296454989373,r-ITG,CONT,0.009982414465814826
3,0.8394202743907584,0.8514747601113266,r-ITG,CONT,-0.01205448572056822
4,0.665662260554379,0.6434780076049942,r-ITG,CONT,0.022184252949384864
5,0.66658801804788,0.6477552629076936,r-ITG,CONT,0.018832755140186452
6,0.9813406611587858,0.9930871038888252,r-ITG,CONT,-0.01174644273003933
7,0.39058253612731253,0.46959358478524166,r-ITG,CONT,-0.07901104865792913
8,0.8258563234709684,0.8690241031556565,r-ITG,CONT,-0.0431677796846881
9,0.8191039497214813,0.7808311685451698,r-ITG,CONT,0.0382727811763115
10,0.6137393617846597,0.48072120212803193,r-ITG,CONT,0.13301815965662778
11,1.2268832042218791,1.2506645452165959,r-ITG,CONT,-0.023781340994716738
12,1.1566991298284504,1.1432016650193282,r-ITG,CONT,0.013497464809122173
13,0.8985009918148106,0.8946727806901627,r-ITG,CONT,0.003828211124647929
14,1.050456663628664,1.0536948668707988,r-ITG,CONT,-0.0032382032421347517
15,0.7970999488056394,0.7505665922436888,r-ITG,CONT,0.04653335656195057
16,0.9901071777443615,0.9920301379650603,r-ITG,CONT,-0.0019229602206988217
17,0.7127429924637266,0.6894671557478428,r-ITG,CONT,0.023275836715883846
18,1.2297374610869372,1.2768944877983062,r-ITG,CONT,-0.04715702671136901
19,0.766394406685126,0.7091113526717567,r-ITG,CONT,0.057283054013369306
20,0.8262276104361616,0.7817718378849348,r-ITG,CONT,0.04445577255122679
21,1.3548161588940677,1.3670362618275747,r-ITG,CONT,-0.012220102933506949
22,0.7860620286329626,0.7234580137423761,r-ITG,CONT,0.06260401489058653
23,1.1136325336765953,1.1259874243997359,r-ITG,CONT,-0.012354890723140555
24,0.8171053009792253,0.7032387643499837,r-ITG,CONT,0.11386653662924162
