sub_id,within_state_ps,between_state_ps,cluster,cluster_type,task_index
23,0.7012539636764956,0.7097479978512473,r-IPS,CONT,-0.008494034174751697
23,0.7144183445851768,0.7162513702613809,PCUN,DMN,-0.0018330256762040253
23,0.6496934044212666,0.6244845127612915,l-IPL1,DMN,0.025208891659975086
23,0.6219765413068734,0.6216280082904563,r-PFC,CONT,0.00034853301641712964
23,0.8772817201872043,0.8675318974405057,l-PFC1,CONT,0.009749822746698555
23,0.8258140728350446,0.8087041593155695,PCC,DMN,0.017109913519475106
23,0.7162107127033054,0.713398578401653,RSC2,RSC,0.0028121343016523914
23,0.7781386599106634,0.7856951130183552,SFG,CONT,-0.007556453107691707
23,0.6264931433825005,0.6178006603618011,l-PFC2,CONT,0.00869248302069936
23,0.8189281858048247,0.8149401077558595,MTG,DMN,0.003988078048965282
23,0.6965769621038991,0.6781723188264106,l-IPL2,DMN,0.018404643277488475
23,0.6896926542906995,0.6711840795691901,r-ITG,CONT,0.018508574721509352
24,0.7399062258931517,0.7230893353133301,mPFC,DMN,0.01681689057982161
24,0.6018929082032408,0.5825026199655541,r-IPL,DMN,0.019390288237686737
24,0.7261245939489318,0.6446877715863126,RSC1,RSC,0.08143682236261918
24,0.723318536724503,0.7090630432806844,l-IPS,CONT,0.014255493443818601
24,0.7380498965973971,0.7383836121251353,r-IPS,CONT,-0.0003337155277381987
24,0.692834178578271,0.6718085667499916,PCUN,DMN,0.021025611828279445
24,0.6942322904646181,0.6767444430745428,l-IPL1,DMN,0.01748784739007525
24,0.7059417776417216,0.7106600084044941,r-PFC,CONT,-0.004718230762772446
24,0.6937494526655248,0.6936317324165207,l-PFC1,CONT,0.00011772024900413847
24,0.8844924220049278,0.8541826274268618,PCC,DMN,0.03030979457806604
24,0.7147897206916751,0.6769079985326746,RSC2,RSC,0.03788172215900054
24,0.7660976643809995,0.7378319000730919,SFG,CONT,0.028265764307907615
24,0.6831560359883583,0.7102837893635995,l-PFC2,CONT,-0.027127753375241204
24,0.7832494821718234,0.7921109946894649,MTG,DMN,-0.008861512517641446
24,0.6984338554485956,0.690967218209211,l-IPL2,DMN,0.007466637239384566
24,0.7347204220234091,0.7197690815062592,r-ITG,CONT,0.01495134051714997
