,sub_id,within_state_ps,between_state_ps,cluster,cluster_type,visual_index
335,21,0.8043686956315372,0.8146350840211144,r-ITG,CONT,-0.010266388389577163
336,22,0.703554690744888,0.6973357476694739,mPFC,DMN,0.006218943075414041
337,22,0.5497938651984904,0.5293309508243598,r-IPL,DMN,0.020462914374130614
338,22,0.6436299463200603,0.6547573696790494,RSC1,RSC,-0.011127423358989086
339,22,0.7122526927820348,0.7046360613082634,l-IPS,CONT,0.007616631473771451
340,22,0.7039220259146792,0.722042974783,r-IPS,CONT,-0.01812094886832072
341,22,0.5605083358721515,0.5765944156606854,PCUN,DMN,-0.016086079788533825
342,22,0.6051414663963752,0.5856153539964324,l-IPL1,DMN,0.01952611239994284
343,22,0.7451710565363197,0.7202294885942795,r-PFC,CONT,0.024941567942040166
344,22,0.7076585714722816,0.7090095941454276,l-PFC1,CONT,-0.0013510226731460184
345,22,0.7517009818305482,0.7576681886850707,PCC,DMN,-0.0059672068545224555
346,22,0.7486895915871989,0.7168603627697592,RSC2,RSC,0.03182922881743977
347,22,0.5784567490049455,0.5779810913928431,SFG,CONT,0.0004756576121023315
348,22,0.7189186434732703,0.7045759772501021,l-PFC2,CONT,0.014342666223168155
349,22,0.7148063378612576,0.682094813316859,MTG,DMN,0.03271152454439863
350,22,0.77748108045128,0.7734935500719653,l-IPL2,DMN,0.003987530379314652
351,22,0.783708289969576,0.7820929404888073,r-ITG,CONT,0.0016153494807686908
352,23,0.7729334203493817,0.7283565995864605,mPFC,DMN,0.04457682076292124
353,23,0.5708024257606492,0.5242540042284366,r-IPL,DMN,0.046548421532212614
354,23,0.7150025500577495,0.6551527590360872,RSC1,RSC,0.059849791021662324
355,23,0.7848680945059574,0.7753246901482251,l-IPS,CONT,0.009543404357732266
356,23,0.7758317792956007,0.7556790189833349,r-IPS,CONT,0.02015276031226576
357,23,0.6762080651701355,0.6098317257749841,PCUN,DMN,0.06637633939515142
358,23,0.6301267020335474,0.564870140528954,l-IPL1,DMN,0.06525656150459336
359,23,0.6004867515102671,0.605777872771537,r-PFC,CONT,-0.00529112126126996
360,23,0.7661771790190219,0.7726427079918532,l-PFC1,CONT,-0.006465528972831258
361,23,0.7693868114350526,0.7364966955485026,PCC,DMN,0.03289011588655
362,23,0.7223861630697079,0.6911405854232742,RSC2,RSC,0.031245577646433764
363,23,0.6904890531696384,0.6631497885374396,SFG,CONT,0.027339264632198823
364,23,0.6346796065383455,0.6059752597168142,l-PFC2,CONT,0.028704346821531335
365,23,0.8260687946845662,0.7936972925437196,MTG,DMN,0.03237150214084661
366,23,0.6518621451966353,0.6322882859079366,l-IPL2,DMN,0.019573859288698703
367,23,0.7124616300405571,0.6409663367171712,r-ITG,CONT,0.07149529332338589
368,24,0.6911772161703634,0.723325388360051,mPFC,DMN,-0.032148172189687574
369,24,0.5887348862330513,0.5938538987363375,r-IPL,DMN,-0.00511901250328628
370,24,0.6624203066067873,0.685574622712798,RSC1,RSC,-0.02315431610601071
371,24,0.7443450100618081,0.73728719275384,l-IPS,CONT,0.007057817307968062
372,24,0.7336473149631222,0.7061090326421545,r-IPS,CONT,0.027538282320967666
373,24,0.6760314541077199,0.6846635643387712,PCUN,DMN,-0.00863211023105126
374,24,0.6650699972515277,0.6561887334044811,l-IPL1,DMN,0.008881263847046572
375,24,0.6771581297667052,0.6846409317393971,r-PFC,CONT,-0.00748280197269191
376,24,0.6707136845930186,0.6850909156044341,l-PFC1,CONT,-0.014377231011415526
377,24,0.8276731764578138,0.8417406995778105,PCC,DMN,-0.014067523119996705
378,24,0.7155282300177311,0.7148819712529049,RSC2,RSC,0.0006462587648262685
379,24,0.7067790544984087,0.7377944408389596,SFG,CONT,-0.0310153863405509
380,24,0.6719815982479285,0.6612135785493145,l-PFC2,CONT,0.010768019698613962
381,24,0.7721638194543993,0.7698334809069391,MTG,DMN,0.00233033854746012
382,24,0.6497967786755907,0.6600882233803496,l-IPL2,DMN,-0.010291444704758845
383,24,0.7082475909685809,0.7058356920165709,r-ITG,CONT,0.0024118989520099943
