,subject_id,epoch_conf,top_n_mask,condition
331,10,-0.70025621,top_100,ret_per_clf
332,10,0.39899419,top_100,ret_per_clf
333,10,-0.93944838,top_100,ret_per_clf
334,10,-2.87231945,top_100,ret_per_clf
335,10,-0.41952356,top_100,ret_per_clf
336,10,0.33424451,top_100,ret_per_clf
337,10,0.56907706,top_100,ret_per_clf
338,10,1.2787964,top_100,ret_per_clf
339,10,-1.19418289,top_100,ret_per_clf
340,10,0.66651161,top_100,ret_per_clf
341,10,1.34086811,top_100,ret_per_clf
342,10,-0.44725025,top_100,ret_per_clf
343,10,0.18661838,top_100,ret_per_clf
344,10,0.47066248,top_100,ret_per_clf
345,10,2.45627082,top_100,ret_per_clf
346,10,-0.71881454,top_100,ret_per_clf
347,10,1.4875001,top_100,ret_per_clf
348,10,0.91750565,top_100,ret_per_clf
349,10,1.31178643,top_100,ret_per_clf
350,10,-1.23087159,top_100,ret_per_clf
351,10,0.72716946,top_100,ret_per_clf
352,11,-0.71715107,top_100,ret_per_clf
353,11,-1.06015911,top_100,ret_per_clf
354,11,-0.1976519,top_100,ret_per_clf
355,11,0.36718325,top_100,ret_per_clf
356,11,-0.92272772,top_100,ret_per_clf
357,11,-0.82438068,top_100,ret_per_clf
358,11,-0.31870729,top_100,ret_per_clf
359,11,-1.45290668,top_100,ret_per_clf
360,11,-0.52687361,top_100,ret_per_clf
361,11,-1.36303443,top_100,ret_per_clf
362,11,-1.45266151,top_100,ret_per_clf
363,11,-0.3258647,top_100,ret_per_clf
364,11,-0.40652896,top_100,ret_per_clf
365,11,1.48161493,top_100,ret_per_clf
366,11,-0.56809251,top_100,ret_per_clf
367,11,0.2691484,top_100,ret_per_clf
368,11,0.956019,top_100,ret_per_clf
369,11,0.79098654,top_100,ret_per_clf
370,11,-0.48873184,top_100,ret_per_clf
371,11,1.49039661,top_100,ret_per_clf
372,11,-0.43658109,top_100,ret_per_clf
373,11,1.31906042,top_100,ret_per_clf
374,11,1.35112827,top_100,ret_per_clf
375,11,-0.46567914,top_100,ret_per_clf
376,11,-0.09768818,top_100,ret_per_clf
377,11,-0.80930045,top_100,ret_per_clf
378,11,0.21315985,top_100,ret_per_clf
379,11,0.92047403,top_100,ret_per_clf
380,11,1.35617486,top_100,ret_per_clf
381,11,-0.47125912,top_100,ret_per_clf
382,11,1.86109072,top_100,ret_per_clf
383,11,-0.1963848,top_100,ret_per_clf
384,12,-0.20572634,top_100,ret_per_clf
385,12,-1.81786823,top_100,ret_per_clf
386,12,-1.57792911,top_100,ret_per_clf
387,12,-0.47970283,top_100,ret_per_clf
388,12,-0.12542587,top_100,ret_per_clf
389,12,-0.25903332,top_100,ret_per_clf
390,12,-0.94906364,top_100,ret_per_clf
391,12,0.88727002,top_100,ret_per_clf
392,12,0.13779074,top_100,ret_per_clf
393,12,-1.06534905,top_100,ret_per_clf
394,12,-0.58166641,top_100,ret_per_clf
395,12,0.9533697,top_100,ret_per_clf
396,12,-0.12275004,top_100,ret_per_clf
397,12,1.13624249,top_100,ret_per_clf
398,12,-0.85456853,top_100,ret_per_clf
399,12,-0.04916132,top_100,ret_per_clf
400,12,0.37955538,top_100,ret_per_clf
401,12,0.06518227,top_100,ret_per_clf
402,12,1.18764237,top_100,ret_per_clf
403,12,2.56281203,top_100,ret_per_clf
404,12,0.76922389,top_100,ret_per_clf
405,12,-0.15845388,top_100,ret_per_clf
406,12,-1.20591083,top_100,ret_per_clf
407,12,0.76405477,top_100,ret_per_clf
408,12,-1.24673684,top_100,ret_per_clf
409,12,1.39724554,top_100,ret_per_clf
410,12,1.63955262,top_100,ret_per_clf
411,12,-0.30585771,top_100,ret_per_clf
412,12,-2.4183198,top_100,ret_per_clf
413,12,-0.38051807,top_100,ret_per_clf
414,12,0.04111832,top_100,ret_per_clf
415,12,1.05265032,top_100,ret_per_clf
416,13,0.36588192,top_100,ret_per_clf
417,13,0.17758238,top_100,ret_per_clf
418,13,-0.20660302,top_100,ret_per_clf
419,13,-0.11612069,top_100,ret_per_clf
420,13,-1.474478,top_100,ret_per_clf
421,13,-1.05435784,top_100,ret_per_clf
422,13,-0.15672519,top_100,ret_per_clf
423,13,-1.88048028,top_100,ret_per_clf
424,13,-0.96766763,top_100,ret_per_clf
425,13,-0.63316865,top_100,ret_per_clf
426,13,0.35616618,top_100,ret_per_clf
427,13,0.69307412,top_100,ret_per_clf
428,13,-1.05727693,top_100,ret_per_clf
429,13,0.07511761,top_100,ret_per_clf
430,13,-1.46773662,top_100,ret_per_clf
431,13,-1.56616373,top_100,ret_per_clf
432,13,0.47767279,top_100,ret_per_clf
433,13,0.22499339,top_100,ret_per_clf
434,13,0.76777398,top_100,ret_per_clf
435,13,1.68577568,top_100,ret_per_clf
436,13,0.04803538,top_100,ret_per_clf
437,13,0.94085073,top_100,ret_per_clf
438,13,-0.22146153,top_100,ret_per_clf
439,13,1.15187393,top_100,ret_per_clf
440,13,0.60624082,top_100,ret_per_clf
441,13,-0.13777431,top_100,ret_per_clf
442,13,0.62829892,top_100,ret_per_clf
443,13,0.72121179,top_100,ret_per_clf
444,13,-0.85932674,top_100,ret_per_clf
445,13,0.81078574,top_100,ret_per_clf
446,13,-0.50729288,top_100,ret_per_clf
447,13,1.52613587,top_100,ret_per_clf
448,14,-1.12147294,top_100,ret_per_clf
449,14,-0.29653891,top_100,ret_per_clf
450,14,0.95585596,top_100,ret_per_clf
451,14,-0.12972504,top_100,ret_per_clf
452,14,-0.90857104,top_100,ret_per_clf
453,14,-0.51920125,top_100,ret_per_clf
454,14,-1.2503438,top_100,ret_per_clf
455,14,-1.58313011,top_100,ret_per_clf
456,14,-1.13377535,top_100,ret_per_clf
457,14,0.26736156,top_100,ret_per_clf
458,14,-0.68782441,top_100,ret_per_clf
459,14,1.52930752,top_100,ret_per_clf
460,14,-0.38700085,top_100,ret_per_clf
461,14,-0.14185867,top_100,ret_per_clf
462,14,-1.36084374,top_100,ret_per_clf
463,14,0.36946209,top_100,ret_per_clf
464,14,0.06424146,top_100,ret_per_clf
465,14,0.76172364,top_100,ret_per_clf
466,14,1.77067422,top_100,ret_per_clf
467,14,0.60584727,top_100,ret_per_clf
468,14,0.85822745,top_100,ret_per_clf
469,14,0.69887619,top_100,ret_per_clf
470,14,0.65403447,top_100,ret_per_clf
471,14,0.25438855,top_100,ret_per_clf
472,14,0.10896561,top_100,ret_per_clf
473,14,0.11355731,top_100,ret_per_clf
474,14,-0.36084384,top_100,ret_per_clf
475,14,-0.52609354,top_100,ret_per_clf
476,14,0.51176207,top_100,ret_per_clf
477,14,-0.15896122,top_100,ret_per_clf
478,14,1.04799817,top_100,ret_per_clf
479,14,-0.06822877,top_100,ret_per_clf
480,15,0.10616698,top_100,ret_per_clf
481,15,0.21568046,top_100,ret_per_clf
482,15,-1.76433105,top_100,ret_per_clf
483,15,-0.84087197,top_100,ret_per_clf
484,15,-0.32753423,top_100,ret_per_clf
485,15,-0.18622731,top_100,ret_per_clf
486,15,-0.14495455,top_100,ret_per_clf
487,15,-0.95523943,top_100,ret_per_clf
488,15,-0.45074188,top_100,ret_per_clf
489,15,-0.66524751,top_100,ret_per_clf
490,15,-0.8014013,top_100,ret_per_clf
491,15,-0.32626766,top_100,ret_per_clf
492,15,-0.64228097,top_100,ret_per_clf
493,15,-0.44163723,top_100,ret_per_clf
494,15,-1.15048426,top_100,ret_per_clf
495,15,-0.4922453,top_100,ret_per_clf
496,15,1.35322385,top_100,ret_per_clf
497,15,0.42993961,top_100,ret_per_clf
498,15,-0.30396248,top_100,ret_per_clf
499,15,-0.19383051,top_100,ret_per_clf
500,15,1.19947945,top_100,ret_per_clf
501,15,-0.36217872,top_100,ret_per_clf
502,15,1.26252941,top_100,ret_per_clf
503,15,0.37421115,top_100,ret_per_clf
504,15,0.40844424,top_100,ret_per_clf
505,15,0.28081165,top_100,ret_per_clf
506,15,2.22621269,top_100,ret_per_clf
507,15,-0.19252959,top_100,ret_per_clf
508,15,0.64613881,top_100,ret_per_clf
509,15,-0.11842202,top_100,ret_per_clf
510,15,0.73755137,top_100,ret_per_clf
511,15,0.69805719,top_100,ret_per_clf
512,16,0.01074326,top_100,ret_per_clf
513,16,-0.77093547,top_100,ret_per_clf
514,16,-0.34733072,top_100,ret_per_clf
515,16,1.36753237,top_100,ret_per_clf
516,16,-0.45417465,top_100,ret_per_clf
517,16,-3.39940422,top_100,ret_per_clf
518,16,-0.69288672,top_100,ret_per_clf
519,16,0.11792534,top_100,ret_per_clf
520,16,-1.13666984,top_100,ret_per_clf
521,16,0.45732494,top_100,ret_per_clf
522,16,-0.27448868,top_100,ret_per_clf
523,16,0.37685387,top_100,ret_per_clf
524,16,0.10708372,top_100,ret_per_clf
525,16,0.26785672,top_100,ret_per_clf
526,16,-1.7293568,top_100,ret_per_clf
527,16,-1.08494721,top_100,ret_per_clf
528,16,1.09031736,top_100,ret_per_clf
529,16,0.48052579,top_100,ret_per_clf
530,16,1.17085713,top_100,ret_per_clf
531,16,-0.75734302,top_100,ret_per_clf
532,16,0.96238706,top_100,ret_per_clf
533,16,0.48880982,top_100,ret_per_clf
534,16,0.0161969,top_100,ret_per_clf
535,16,-0.41649135,top_100,ret_per_clf
536,16,0.22774246,top_100,ret_per_clf
537,16,0.13371335,top_100,ret_per_clf
538,16,1.35300298,top_100,ret_per_clf
539,16,-0.14965502,top_100,ret_per_clf
540,16,1.81426384,top_100,ret_per_clf
541,16,-0.36739584,top_100,ret_per_clf
542,16,0.68342919,top_100,ret_per_clf
543,16,-0.03830143,top_100,ret_per_clf
544,17,-0.05007517,top_100,ret_per_clf
545,17,-1.44363607,top_100,ret_per_clf
546,17,-1.39377278,top_100,ret_per_clf
547,17,-0.22962604,top_100,ret_per_clf
548,17,1.43085471,top_100,ret_per_clf
549,17,-0.99972614,top_100,ret_per_clf
550,17,-1.12878943,top_100,ret_per_clf
551,17,0.75452319,top_100,ret_per_clf
552,17,-0.07628206,top_100,ret_per_clf
553,17,-1.0584173,top_100,ret_per_clf
554,17,-0.20577052,top_100,ret_per_clf
555,17,-0.45204769,top_100,ret_per_clf
556,17,-0.39788105,top_100,ret_per_clf
557,17,1.37577764,top_100,ret_per_clf
558,17,-0.35473456,top_100,ret_per_clf
559,17,-0.65021547,top_100,ret_per_clf
560,17,-1.06427872,top_100,ret_per_clf
561,17,-0.07667215,top_100,ret_per_clf
562,17,0.04930714,top_100,ret_per_clf
563,17,0.97339192,top_100,ret_per_clf
564,17,0.91631655,top_100,ret_per_clf
565,17,-1.59314708,top_100,ret_per_clf
566,17,1.01367391,top_100,ret_per_clf
567,17,0.72475391,top_100,ret_per_clf
568,17,0.25518959,top_100,ret_per_clf
569,17,1.19531233,top_100,ret_per_clf
570,17,0.70076427,top_100,ret_per_clf
571,17,0.41274657,top_100,ret_per_clf
572,17,1.55891018,top_100,ret_per_clf
573,17,0.43998556,top_100,ret_per_clf
574,17,-0.0250748,top_100,ret_per_clf
575,17,-1.02729734,top_100,ret_per_clf
576,18,0.23777404,top_100,ret_per_clf
577,18,-1.60880451,top_100,ret_per_clf
578,18,-0.22609165,top_100,ret_per_clf
579,18,-1.36173727,top_100,ret_per_clf
580,18,0.37321709,top_100,ret_per_clf
581,18,-1.67496293,top_100,ret_per_clf
582,18,0.52774599,top_100,ret_per_clf
583,18,0.78146533,top_100,ret_per_clf
584,18,0.37663693,top_100,ret_per_clf
585,18,-0.18201004,top_100,ret_per_clf
586,18,0.36512983,top_100,ret_per_clf
587,18,0.2121257,top_100,ret_per_clf
588,18,-1.34820795,top_100,ret_per_clf
589,18,0.16176895,top_100,ret_per_clf
590,18,0.212614,top_100,ret_per_clf
591,18,-3.04735025,top_100,ret_per_clf
592,18,0.70040139,top_100,ret_per_clf
593,18,-0.87998113,top_100,ret_per_clf
594,18,0.23340786,top_100,ret_per_clf
595,18,0.39682872,top_100,ret_per_clf
596,18,-0.09680433,top_100,ret_per_clf
597,18,0.05179794,top_100,ret_per_clf
598,18,0.75253722,top_100,ret_per_clf
599,18,-0.21468075,top_100,ret_per_clf
600,18,0.49028141,top_100,ret_per_clf
601,18,0.71413735,top_100,ret_per_clf
602,18,3.10769308,top_100,ret_per_clf
603,18,-0.4503357,top_100,ret_per_clf
604,18,0.1720423,top_100,ret_per_clf
605,18,-0.59162885,top_100,ret_per_clf
606,18,0.60385492,top_100,ret_per_clf
607,18,0.50138521,top_100,ret_per_clf
608,19,-0.64298605,top_100,ret_per_clf
609,19,-0.9235622,top_100,ret_per_clf
610,19,-0.01917372,top_100,ret_per_clf
611,19,1.22819011,top_100,ret_per_clf
612,19,-0.60486518,top_100,ret_per_clf
613,19,-0.30848714,top_100,ret_per_clf
614,19,0.08164096,top_100,ret_per_clf
615,19,-1.02817932,top_100,ret_per_clf
616,19,0.20380126,top_100,ret_per_clf
617,19,0.4696961,top_100,ret_per_clf
618,19,0.30182844,top_100,ret_per_clf
