,subject_id,epoch_conf,top_n_mask,condition
653,17,-2.37700115,top_100,retper
654,17,-5.55933044,top_100,retper
655,17,-0.89361507,top_100,retper
656,17,4.20027127,top_100,retper
657,17,0.08321586,top_100,retper
658,17,6.98174705,top_100,retper
659,17,1.27803428,top_100,retper
660,17,5.810001,top_100,retper
661,17,1.29533847,top_100,retper
662,17,4.79239672,top_100,retper
663,17,5.15696948,top_100,retper
664,17,4.78088561,top_100,retper
665,17,0.58146992,top_100,retper
666,17,1.87168563,top_100,retper
667,17,1.195794,top_100,retper
668,17,6.33816687,top_100,retper
669,17,1.81739628,top_100,retper
670,17,-0.74763945,top_100,retper
671,17,0.91330529,top_100,retper
672,22,-2.10581605,top_100,retper
673,22,-2.241278,top_100,retper
674,22,-0.70483799,top_100,retper
675,22,-1.43231012,top_100,retper
676,22,-2.45513026,top_100,retper
677,22,-2.79589328,top_100,retper
678,22,-1.1191995,top_100,retper
679,22,-4.16301728,top_100,retper
680,22,-2.83618534,top_100,retper
681,22,-1.89628445,top_100,retper
682,22,-3.44894314,top_100,retper
683,22,-2.74525692,top_100,retper
684,22,-3.59943403,top_100,retper
685,22,-1.73386716,top_100,retper
686,22,-3.03278498,top_100,retper
687,22,-0.21781225,top_100,retper
688,22,2.26446919,top_100,retper
689,22,2.06974298,top_100,retper
690,22,0.32061395,top_100,retper
691,22,2.18936702,top_100,retper
692,22,1.99802974,top_100,retper
693,22,3.86572016,top_100,retper
694,22,1.93435476,top_100,retper
695,22,-0.85568536,top_100,retper
696,22,1.87603607,top_100,retper
697,22,4.2929031,top_100,retper
698,22,4.11170895,top_100,retper
699,22,-0.0534328,top_100,retper
700,22,0.2748643,top_100,retper
701,22,4.61718617,top_100,retper
702,22,2.40008727,top_100,retper
703,22,2.51791948,top_100,retper
704,19,-0.57076707,top_100,retper
705,19,-3.84717,top_100,retper
706,19,-3.55714207,top_100,retper
707,19,-1.15143184,top_100,retper
708,19,-0.17408345,top_100,retper
709,19,-2.94663478,top_100,retper
710,19,-7.30828859,top_100,retper
711,19,-1.70016901,top_100,retper
712,19,2.32367831,top_100,retper
713,19,-0.75425251,top_100,retper
714,19,1.07488903,top_100,retper
715,19,-3.34468577,top_100,retper
716,19,-5.3694151,top_100,retper
717,19,1.51678747,top_100,retper
718,19,0.88598098,top_100,retper
719,19,-0.94284169,top_100,retper
720,19,3.88829504,top_100,retper
721,19,3.93616423,top_100,retper
722,19,-2.17860797,top_100,retper
723,19,1.88433344,top_100,retper
724,19,0.08568643,top_100,retper
725,19,-1.20661933,top_100,retper
726,19,4.85960926,top_100,retper
727,19,2.20778713,top_100,retper
728,19,0.88839322,top_100,retper
729,19,2.19606389,top_100,retper
730,19,4.82952377,top_100,retper
731,19,-1.79932667,top_100,retper
732,19,1.77251608,top_100,retper
733,19,2.58713327,top_100,retper
734,19,1.4119045,top_100,retper
735,19,1.09871653,top_100,retper
736,23,-4.70869592,top_100,retper
737,23,-0.98412142,top_100,retper
738,23,-3.75891338,top_100,retper
739,23,-1.34009102,top_100,retper
740,23,-2.45085175,top_100,retper
741,23,-2.98113352,top_100,retper
742,23,-3.31560666,top_100,retper
743,23,-4.11662449,top_100,retper
744,23,-1.76758857,top_100,retper
745,23,-4.62958778,top_100,retper
746,23,-1.42795167,top_100,retper
747,23,-3.11798803,top_100,retper
748,23,2.41458278,top_100,retper
749,23,-3.85731197,top_100,retper
750,23,-0.40716339,top_100,retper
751,23,-0.16970405,top_100,retper
752,23,5.03825931,top_100,retper
753,23,-2.33712808,top_100,retper
754,23,2.7235111,top_100,retper
755,23,-1.24479085,top_100,retper
756,23,3.7344882,top_100,retper
757,23,0.89327434,top_100,retper
758,23,2.99983421,top_100,retper
759,23,2.78015959,top_100,retper
760,23,1.64688326,top_100,retper
761,23,5.14122262,top_100,retper
762,23,-0.21880895,top_100,retper
763,23,4.20173861,top_100,retper
764,23,2.14056599,top_100,retper
765,23,3.71907555,top_100,retper
766,23,1.08651881,top_100,retper
767,23,4.43064491,top_100,retper
768,0,-2.38291182,top_1000,retper
769,0,-0.88148337,top_1000,retper
770,0,-2.93458127,top_1000,retper
771,0,-2.49028377,top_1000,retper
772,0,-1.02912969,top_1000,retper
773,0,-2.36953162,top_1000,retper
774,0,-0.42330623,top_1000,retper
775,0,-2.03701708,top_1000,retper
776,0,-0.53152516,top_1000,retper
777,0,0.45883427,top_1000,retper
778,0,-1.20891704,top_1000,retper
779,0,1.74583013,top_1000,retper
780,0,-1.51004285,top_1000,retper
781,0,-0.94994883,top_1000,retper
782,0,-0.13271543,top_1000,retper
783,0,-0.44725339,top_1000,retper
784,0,1.00987947,top_1000,retper
785,0,-1.88670368,top_1000,retper
786,0,2.89167188,top_1000,retper
787,0,1.97849248,top_1000,retper
788,0,0.32246543,top_1000,retper
789,0,-0.99876155,top_1000,retper
790,0,1.13414073,top_1000,retper
